timestamp_utc,level,category,class_method,event,args,ret,details,raw
2025-10-13T08:24:53.035805Z,*,,Java.perform,info,,,start @2025-10-13T08:03:45.337Z,[*] Java.perform start @2025-10-13T08:03:45.337Z
2025-10-13T08:24:53.035981Z,*,,Hook,info,,,"org.telegram.tgnet.ConnectionsManager.native_sendRequest overloads = 1
    └─ native_sendRequest(int, long, int, int, int, boolean, int)","[*] Hook org.telegram.tgnet.ConnectionsManager.native_sendRequest overloads = 1
    └─ native_sendRequest(int, long, int, int, int, boolean, int)"
2025-10-13T08:24:53.035992Z,*,,Hook,info,,,"org.telegram.tgnet.ConnectionsManager.native_checkProxy overloads = 1
    └─ native_checkProxy(int, java.lang.String, int, java.lang.String, java.lang.String, java.lang.String, org.telegram.tgnet.RequestTimeDelegate)","[*] Hook org.telegram.tgnet.ConnectionsManager.native_checkProxy overloads = 1
    └─ native_checkProxy(int, java.lang.String, int, java.lang.String, java.lang.String, java.lang.String, org.telegram.tgnet.RequestTimeDelegate)"
2025-10-13T08:24:53.035999Z,*,,Hook,info,,,"org.telegram.tgnet.ConnectionsManager.native_getConnectionState overloads = 1
    └─ native_getConnectionState(int)","[*] Hook org.telegram.tgnet.ConnectionsManager.native_getConnectionState overloads = 1
    └─ native_getConnectionState(int)"
2025-10-13T08:24:53.036004Z,*,,Hook,info,,,"org.telegram.tgnet.ConnectionsManager.native_setProxySettings overloads = 1
    └─ native_setProxySettings(int, java.lang.String, int, java.lang.String, java.lang.String, java.lang.String)","[*] Hook org.telegram.tgnet.ConnectionsManager.native_setProxySettings overloads = 1
    └─ native_setProxySettings(int, java.lang.String, int, java.lang.String, java.lang.String, java.lang.String)"
2025-10-13T08:24:53.036009Z,*,,Hook,info,,,"org.telegram.tgnet.ConnectionsManager.native_init overloads = 1
    └─ native_init(int, int, int, int, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, int, long, boolean, boolean, boolean, int, int)","[*] Hook org.telegram.tgnet.ConnectionsManager.native_init overloads = 1
    └─ native_init(int, int, int, int, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, int, long, boolean, boolean, boolean, int, int)"
2025-10-13T08:24:53.036017Z,*,,Hook,info,,,"org.telegram.messenger.Utilities.aesIgeEncryption overloads = 2
    └─ aesIgeEncryption(java.nio.ByteBuffer, [B, [B, boolean, int, int)
    └─ aesIgeEncryption(java.nio.ByteBuffer, [B, [B, boolean, boolean, int, int)","[*] Hook org.telegram.messenger.Utilities.aesIgeEncryption overloads = 2
    └─ aesIgeEncryption(java.nio.ByteBuffer, [B, [B, boolean, int, int)
    └─ aesIgeEncryption(java.nio.ByteBuffer, [B, [B, boolean, boolean, int, int)"
2025-10-13T08:24:53.036023Z,*,,Hook,info,,,"org.telegram.messenger.Utilities.aesIgeEncryptionByteArray overloads = 2
    └─ aesIgeEncryptionByteArray([B, [B, [B, boolean, int, int)
    └─ aesIgeEncryptionByteArray([B, [B, [B, boolean, boolean, int, int)","[*] Hook org.telegram.messenger.Utilities.aesIgeEncryptionByteArray overloads = 2
    └─ aesIgeEncryptionByteArray([B, [B, [B, boolean, int, int)
    └─ aesIgeEncryptionByteArray([B, [B, [B, boolean, boolean, int, int)"
2025-10-13T08:24:53.036028Z,*,,Hook,info,,,"org.telegram.messenger.Utilities.aesCtrDecryption overloads = 1
    └─ aesCtrDecryption(java.nio.ByteBuffer, [B, [B, int, int)","[*] Hook org.telegram.messenger.Utilities.aesCtrDecryption overloads = 1
    └─ aesCtrDecryption(java.nio.ByteBuffer, [B, [B, int, int)"
2025-10-13T08:24:53.036033Z,*,,Hook,info,,,"org.telegram.messenger.Utilities.pbkdf2 overloads = 1
    └─ pbkdf2([B, [B, [B, int)","[*] Hook org.telegram.messenger.Utilities.pbkdf2 overloads = 1
    └─ pbkdf2([B, [B, [B, int)"
2025-10-13T08:24:53.036038Z,*,,Hook,info,,,"org.telegram.messenger.MediaController.startRecord overloads = 1
    └─ startRecord(java.lang.String, int)","[*] Hook org.telegram.messenger.MediaController.startRecord overloads = 1
    └─ startRecord(java.lang.String, int)"
2025-10-13T08:24:53.036044Z,*,,Hook,info,,,"org.telegram.messenger.MediaController.writeFrame overloads = 1
    └─ writeFrame(java.nio.ByteBuffer, int)","[*] Hook org.telegram.messenger.MediaController.writeFrame overloads = 1
    └─ writeFrame(java.nio.ByteBuffer, int)"
2025-10-13T08:24:53.036049Z,*,,Hook,info,,,"org.telegram.messenger.MediaController.stopRecord overloads = 1
    └─ stopRecord()","[*] Hook org.telegram.messenger.MediaController.stopRecord overloads = 1
    └─ stopRecord()"
2025-10-13T08:24:53.036053Z,*,,Hook,info,,,"org.telegram.messenger.MediaController.getWaveform overloads = 1
    └─ getWaveform(java.lang.String)","[*] Hook org.telegram.messenger.MediaController.getWaveform overloads = 1
    └─ getWaveform(java.lang.String)"
2025-10-13T08:24:53.036057Z,*,,Hook,info,,,"org.telegram.SQLite.SQLiteDatabase.opendb overloads = 1
    └─ opendb(java.lang.String, java.lang.String)","[*] Hook org.telegram.SQLite.SQLiteDatabase.opendb overloads = 1
    └─ opendb(java.lang.String, java.lang.String)"
2025-10-13T08:24:53.036061Z,*,,Hook,info,,,"org.telegram.SQLite.SQLitePreparedStatement.prepare overloads = 1
    └─ prepare(long, java.lang.String)","[*] Hook org.telegram.SQLite.SQLitePreparedStatement.prepare overloads = 1
    └─ prepare(long, java.lang.String)"
2025-10-13T08:24:53.036066Z,*,,Hook,info,,,"org.telegram.SQLite.SQLitePreparedStatement.step overloads = 2
    └─ step()
    └─ step(long)","[*] Hook org.telegram.SQLite.SQLitePreparedStatement.step overloads = 2
    └─ step()
    └─ step(long)"
2025-10-13T08:24:53.036071Z,*,,Hook,info,,,"org.telegram.SQLite.SQLiteDatabase.beginTransaction overloads = 2
    └─ beginTransaction()
    └─ beginTransaction(long)","[*] Hook org.telegram.SQLite.SQLiteDatabase.beginTransaction overloads = 2
    └─ beginTransaction()
    └─ beginTransaction(long)"
2025-10-13T08:24:53.036076Z,*,,Hook,info,,,"org.telegram.SQLite.SQLiteDatabase.commitTransaction overloads = 2
    └─ commitTransaction()
    └─ commitTransaction(long)","[*] Hook org.telegram.SQLite.SQLiteDatabase.commitTransaction overloads = 2
    └─ commitTransaction()
    └─ commitTransaction(long)"
2025-10-13T08:24:53.036081Z,*,,Hook,info,,,"android.location.LocationManager.getLastKnownLocation overloads = 2
    └─ getLastKnownLocation(java.lang.String)
    └─ getLastKnownLocation(java.lang.String, android.location.LastLocationRequest)","[*] Hook android.location.LocationManager.getLastKnownLocation overloads = 2
    └─ getLastKnownLocation(java.lang.String)
    └─ getLastKnownLocation(java.lang.String, android.location.LastLocationRequest)"
2025-10-13T08:24:53.036086Z,*,,Hook,info,,,"android.location.LocationManager.requestLocationUpdates overloads = 12
    └─ requestLocationUpdates(long, float, android.location.Criteria, android.app.PendingIntent)
    └─ requestLocationUpdates(long, float, android.location.Criteria, android.location.LocationListener, android.os.Looper)
    └─ requestLocationUpdates(long, float, android.location.Criteria, java.util.concurrent.Executor, android.location.LocationListener)
    └─ requestLocationUpdates(android.location.LocationRequest, android.app.PendingIntent)
    └─ requestLocationUpdates(android.location.LocationRequest, android.location.LocationListener, android.os.Looper)
    └─ requestLocationUpdates(android.location.LocationRequest, java.util.concurrent.Executor, android.location.LocationListener)
    └─ requestLocationUpdates(java.lang.String, long, float, android.app.PendingIntent)
    └─ requestLocationUpdates(java.lang.String, long, float, android.location.LocationListener)
    └─ requestLocationUpdates(java.lang.String, long, float, android.location.LocationListener, android.os.Looper)
    └─ requestLocationUpdates(java.lang.String, long, float, java.util.concurrent.Executor, android.location.LocationListener)
    └─ requestLocationUpdates(java.lang.String, android.location.LocationRequest, android.app.PendingIntent)
    └─ requestLocationUpdates(java.lang.String, android.location.LocationRequest, java.util.concurrent.Executor, android.location.LocationListener)","[*] Hook android.location.LocationManager.requestLocationUpdates overloads = 12
    └─ requestLocationUpdates(long, float, android.location.Criteria, android.app.PendingIntent)
    └─ requestLocationUpdates(long, float, android.location.Criteria, android.location.LocationListener, android.os.Looper)
    └─ requestLocationUpdates(long, float, android.location.Criteria, java.util.concurrent.Executor, android.location.LocationListener)
    └─ requestLocationUpdates(android.location.LocationRequest, android.app.PendingIntent)
    └─ requestLocationUpdates(android.location.LocationRequest, android.location.LocationListener, android.os.Looper)
    └─ requestLocationUpdates(android.location.LocationRequest, java.util.concurrent.Executor, android.location.LocationListener)
    └─ requestLocationUpdates(java.lang.String, long, float, android.app.PendingIntent)
    └─ requestLocationUpdates(java.lang.String, long, float, android.location.LocationListener)
    └─ requestLocationUpdates(java.lang.String, long, float, android.location.LocationListener, android.os.Looper)
    └─ requestLocationUpdates(java.lang.String, long, float, java.util.concurrent.Executor, android.location.LocationListener)
    └─ requestLocationUpdates(java.lang.String, android.location.LocationRequest, android.app.PendingIntent)
    └─ requestLocationUpdates(java.lang.String, android.location.LocationRequest, java.util.concurrent.Executor, android.location.LocationListener)"
2025-10-13T08:24:53.036101Z,*,,Hook,info,,,"android.location.LocationManager.requestSingleUpdate overloads = 4
    └─ requestSingleUpdate(android.location.Criteria, android.app.PendingIntent)
    └─ requestSingleUpdate(android.location.Criteria, android.location.LocationListener, android.os.Looper)
    └─ requestSingleUpdate(java.lang.String, android.app.PendingIntent)
    └─ requestSingleUpdate(java.lang.String, android.location.LocationListener, android.os.Looper)","[*] Hook android.location.LocationManager.requestSingleUpdate overloads = 4
    └─ requestSingleUpdate(android.location.Criteria, android.app.PendingIntent)
    └─ requestSingleUpdate(android.location.Criteria, android.location.LocationListener, android.os.Looper)
    └─ requestSingleUpdate(java.lang.String, android.app.PendingIntent)
    └─ requestSingleUpdate(java.lang.String, android.location.LocationListener, android.os.Looper)"
2025-10-13T08:24:53.036108Z,*,,Hook,info,,,"android.telephony.TelephonyManager.getDeviceId overloads = 2
    └─ getDeviceId()
    └─ getDeviceId(int)","[*] Hook android.telephony.TelephonyManager.getDeviceId overloads = 2
    └─ getDeviceId()
    └─ getDeviceId(int)"
2025-10-13T08:24:53.036113Z,*,,Hook,info,,,"android.telephony.TelephonyManager.getImei overloads = 2
    └─ getImei()
    └─ getImei(int)","[*] Hook android.telephony.TelephonyManager.getImei overloads = 2
    └─ getImei()
    └─ getImei(int)"
2025-10-13T08:24:53.036118Z,*,,Hook,info,,,"android.telephony.TelephonyManager.getSubscriberId overloads = 2
    └─ getSubscriberId()
    └─ getSubscriberId(int)","[*] Hook android.telephony.TelephonyManager.getSubscriberId overloads = 2
    └─ getSubscriberId()
    └─ getSubscriberId(int)"
2025-10-13T08:24:53.036123Z,*,,Hook,info,,,"android.telephony.TelephonyManager.getLine1Number overloads = 2
    └─ getLine1Number()
    └─ getLine1Number(int)","[*] Hook android.telephony.TelephonyManager.getLine1Number overloads = 2
    └─ getLine1Number()
    └─ getLine1Number(int)"
2025-10-13T08:24:53.036128Z,*,,Hook,info,,,"android.telephony.SmsManager.sendTextMessage overloads = 3
    └─ sendTextMessage(java.lang.String, java.lang.String, java.lang.String, android.app.PendingIntent, android.app.PendingIntent)
    └─ sendTextMessage(java.lang.String, java.lang.String, java.lang.String, android.app.PendingIntent, android.app.PendingIntent, int, boolean, int)
    └─ sendTextMessage(java.lang.String, java.lang.String, java.lang.String, android.app.PendingIntent, android.app.PendingIntent, long)","[*] Hook android.telephony.SmsManager.sendTextMessage overloads = 3
    └─ sendTextMessage(java.lang.String, java.lang.String, java.lang.String, android.app.PendingIntent, android.app.PendingIntent)
    └─ sendTextMessage(java.lang.String, java.lang.String, java.lang.String, android.app.PendingIntent, android.app.PendingIntent, int, boolean, int)
    └─ sendTextMessage(java.lang.String, java.lang.String, java.lang.String, android.app.PendingIntent, android.app.PendingIntent, long)"
2025-10-13T08:24:53.036135Z,*,,Hook,info,,,"android.hardware.Camera.open overloads = 2
    └─ open()
    └─ open(int)","[*] Hook android.hardware.Camera.open overloads = 2
    └─ open()
    └─ open(int)"
2025-10-13T08:24:53.036140Z,*,,Hook,info,,,"android.media.MediaRecorder.start overloads = 1
    └─ start()","[*] Hook android.media.MediaRecorder.start overloads = 1
    └─ start()"
2025-10-13T08:24:53.036144Z,*,,Hook,info,,,"android.media.MediaRecorder.stop overloads = 1
    └─ stop()","[*] Hook android.media.MediaRecorder.stop overloads = 1
    └─ stop()"
2025-10-13T08:24:53.036149Z,*,,Hook,info,,,"android.media.AudioRecord.read overloads = 7
    └─ read(java.nio.ByteBuffer, int)
    └─ read(java.nio.ByteBuffer, int, int)
    └─ read([B, int, int)
    └─ read([B, int, int, int)
    └─ read([F, int, int, int)
    └─ read([S, int, int)
    └─ read([S, int, int, int)","[*] Hook android.media.AudioRecord.read overloads = 7
    └─ read(java.nio.ByteBuffer, int)
    └─ read(java.nio.ByteBuffer, int, int)
    └─ read([B, int, int)
    └─ read([B, int, int, int)
    └─ read([F, int, int, int)
    └─ read([S, int, int)
    └─ read([S, int, int, int)"
2025-10-13T08:24:53.036157Z,*,,Hook,info,,,"org.telegram.SQLite.SQLitePreparedStatement.prepare overloads = 1
    └─ prepare(long, java.lang.String)","[*] Hook org.telegram.SQLite.SQLitePreparedStatement.prepare overloads = 1
    └─ prepare(long, java.lang.String)"
2025-10-13T08:24:53.036161Z,*,,Hook,info,,,"org.telegram.SQLite.SQLitePreparedStatement.step overloads = 2
    └─ step()
    └─ step(long)","[*] Hook org.telegram.SQLite.SQLitePreparedStatement.step overloads = 2
    └─ step()
    └─ step(long)"
2025-10-13T08:24:53.036166Z,*,,Hook,info,,,"android.hardware.SensorManager.registerListener overloads = 6
    └─ registerListener(android.hardware.SensorEventListener, android.hardware.Sensor, int)
    └─ registerListener(android.hardware.SensorEventListener, android.hardware.Sensor, int, int)
    └─ registerListener(android.hardware.SensorEventListener, android.hardware.Sensor, int, int, android.os.Handler)
    └─ registerListener(android.hardware.SensorEventListener, android.hardware.Sensor, int, android.os.Handler)
    └─ registerListener(android.hardware.SensorListener, int)
    └─ registerListener(android.hardware.SensorListener, int, int)","[*] Hook android.hardware.SensorManager.registerListener overloads = 6
    └─ registerListener(android.hardware.SensorEventListener, android.hardware.Sensor, int)
    └─ registerListener(android.hardware.SensorEventListener, android.hardware.Sensor, int, int)
    └─ registerListener(android.hardware.SensorEventListener, android.hardware.Sensor, int, int, android.os.Handler)
    └─ registerListener(android.hardware.SensorEventListener, android.hardware.Sensor, int, android.os.Handler)
    └─ registerListener(android.hardware.SensorListener, int)
    └─ registerListener(android.hardware.SensorListener, int, int)"
2025-10-13T08:24:53.036175Z,*,,Hook,info,,,"android.bluetooth.BluetoothAdapter.startDiscovery overloads = 1
    └─ startDiscovery()","[*] Hook android.bluetooth.BluetoothAdapter.startDiscovery overloads = 1
    └─ startDiscovery()"
2025-10-13T08:24:53.036180Z,*,,Java.perform,info,,,end @2025-10-13T08:03:45.401Z,[*] Java.perform end @2025-10-13T08:03:45.401Z
2025-10-13T08:24:53.036184Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger => /data/user/0/org.telegram.messenger,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger => /data/user/0/org.telegram.messenger
2025-10-13T08:24:53.036189Z,+,,File.exists,info,,,path= /data/user/0/org.telegram.messenger => true,[+] File.exists path= /data/user/0/org.telegram.messenger => true
2025-10-13T08:24:53.036193Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger/cache => /data/user/0/org.telegram.messenger/cache,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger/cache => /data/user/0/org.telegram.messenger/cache
2025-10-13T08:24:53.036197Z,+,,File.exists,info,,,path= /data/user/0/org.telegram.messenger/cache => true,[+] File.exists path= /data/user/0/org.telegram.messenger/cache => true
2025-10-13T08:24:53.036201Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger/cache => /data/user/0/org.telegram.messenger/cache,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger/cache => /data/user/0/org.telegram.messenger/cache
2025-10-13T08:24:53.036211Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger => /data/user_de/0/org.telegram.messenger,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger => /data/user_de/0/org.telegram.messenger
2025-10-13T08:24:53.036216Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger => true,[+] File.exists path= /data/user_de/0/org.telegram.messenger => true
2025-10-13T08:24:53.036220Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger/code_cache => /data/user_de/0/org.telegram.messenger/code_cache,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger/code_cache => /data/user_de/0/org.telegram.messenger/code_cache
2025-10-13T08:24:53.036225Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger/code_cache => true,[+] File.exists path= /data/user_de/0/org.telegram.messenger/code_cache => true
2025-10-13T08:24:53.036229Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger/code_cache/com.android.opengl.shaders_cache => /data/user_de/0/org.telegram.messenger/code_cache/com.android.opengl.shaders_cache,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger/code_cache/com.android.opengl.shaders_cache => /data/user_de/0/org.telegram.messenger/code_cache/com.android.opengl.shaders_cache
2025-10-13T08:24:53.036233Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger/code_cache/com.android.skia.shaders_cache => /data/user_de/0/org.telegram.messenger/code_cache/com.android.skia.shaders_cache,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger/code_cache/com.android.skia.shaders_cache => /data/user_de/0/org.telegram.messenger/code_cache/com.android.skia.shaders_cache
2025-10-13T08:24:53.036237Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger => /data/user_de/0/org.telegram.messenger,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger => /data/user_de/0/org.telegram.messenger
2025-10-13T08:24:53.036241Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger => true,[+] File.exists path= /data/user_de/0/org.telegram.messenger => true
2025-10-13T08:24:53.036245Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs => /data/user_de/0/org.telegram.messenger/shared_prefs,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger/shared_prefs => /data/user_de/0/org.telegram.messenger/shared_prefs
2025-10-13T08:24:53.036249Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs => true,[+] File.exists path= /data/user_de/0/org.telegram.messenger/shared_prefs => true
2025-10-13T08:24:53.036253Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml.bak => /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml.bak,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml.bak => /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml.bak
2025-10-13T08:24:53.036257Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml.bak => false,[+] File.exists path= /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml.bak => false
2025-10-13T08:24:53.036261Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml => /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml => /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml
2025-10-13T08:24:53.036265Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml => true,[+] File.exists path= /data/user_de/0/org.telegram.messenger/shared_prefs/move_to_de_records.xml => true
2025-10-13T08:24:53.036269Z,+,,FileInputStream.<init>,info,,,"args: [""<java.io.File>""] java.lang.Exception: stack
	at java.io.FileInputStream.<init>(Native Method)
	at android.app.SharedPreferencesImpl.loadFromDisk(SharedPreferencesImpl.java:169)
	at android.app.SharedPreferencesImpl.-$$Nest$mloadFromDisk(Unknown Source:0)
	at android.app.SharedPreferencesImpl$1.run(SharedPreferencesImpl.java:140)","[+] FileInputStream.<init> args: [""<java.io.File>""] java.lang.Exception: stack
	at java.io.FileInputStream.<init>(Native Method)
	at android.app.SharedPreferencesImpl.loadFromDisk(SharedPreferencesImpl.java:169)
	at android.app.SharedPreferencesImpl.-$$Nest$mloadFromDisk(Unknown Source:0)
	at android.app.SharedPreferencesImpl$1.run(SharedPreferencesImpl.java:140)
"
2025-10-13T08:24:53.036277Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger => /data/user_de/0/org.telegram.messenger,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger => /data/user_de/0/org.telegram.messenger
2025-10-13T08:24:53.036281Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger => true,[+] File.exists path= /data/user_de/0/org.telegram.messenger => true
2025-10-13T08:24:53.036285Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml => /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml => /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml
2025-10-13T08:24:53.036292Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml => true,[+] File.exists path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml => true
2025-10-13T08:24:53.036296Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml.bak => /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml.bak,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml.bak => /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml.bak
2025-10-13T08:24:53.036300Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml.bak => false,[+] File.exists path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml.bak => false
2025-10-13T08:24:53.036304Z,+,,File.getAbsolutePath,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml => /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml,[+] File.getAbsolutePath path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml => /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml
2025-10-13T08:24:53.036308Z,+,,File.exists,info,,,path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml => true,[+] File.exists path= /data/user_de/0/org.telegram.messenger/shared_prefs/push_client_self_info.xml => true
2025-10-13T08:24:53.036312Z,+,,FileInputStream.<init>,info,,,"args: [""<java.io.File>""] java.lang.Exception: stack
	at java.io.FileInputStream.<init>(Native Method)
	at android.app.SharedPreferencesImpl.loadFromDisk(SharedPreferencesImpl.java:169)
	at android.app.SharedPreferencesImpl.-$$Nest$mloadFromDisk(Unknown Source:0)
	at android.app.SharedPreferencesImpl$1.run(SharedPreferencesImpl.java:140)","[+] FileInputStream.<init> args: [""<java.io.File>""] java.lang.Exception: stack
	at java.io.FileInputStream.<init>(Native Method)
	at android.app.SharedPreferencesImpl.loadFromDisk(SharedPreferencesImpl.java:169)
	at android.app.SharedPreferencesImpl.-$$Nest$mloadFromDisk(Unknown Source:0)
	at android.app.SharedPreferencesImpl$1.run(SharedPreferencesImpl.java:140)
"
2025-10-13T08:24:53.036319Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger => /data/user/0/org.telegram.messenger,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger => /data/user/0/org.telegram.messenger
2025-10-13T08:24:53.036324Z,+,,File.exists,info,,,path= /data/user/0/org.telegram.messenger => true,[+] File.exists path= /data/user/0/org.telegram.messenger => true
2025-10-13T08:24:53.036327Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger/files => /data/user/0/org.telegram.messenger/files,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger/files => /data/user/0/org.telegram.messenger/files
2025-10-13T08:24:53.036332Z,+,,File.exists,info,,,path= /data/user/0/org.telegram.messenger/files => true,[+] File.exists path= /data/user/0/org.telegram.messenger/files => true
2025-10-13T08:24:53.036335Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger/files => /data/user/0/org.telegram.messenger/files,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger/files => /data/user/0/org.telegram.messenger/files
2025-10-13T08:24:53.036339Z,+,ret,Context.getFilesDir,return,,/data/user/0/org.telegram.messenger/files,,[+] Context.getFilesDir => /data/user/0/org.telegram.messenger/files
2025-10-13T08:24:53.036343Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger => /data/user/0/org.telegram.messenger,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger => /data/user/0/org.telegram.messenger
2025-10-13T08:24:53.036350Z,+,,File.exists,info,,,path= /data/user/0/org.telegram.messenger => true,[+] File.exists path= /data/user/0/org.telegram.messenger => true
2025-10-13T08:24:53.036353Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger/shared_prefs => /data/user/0/org.telegram.messenger/shared_prefs,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger/shared_prefs => /data/user/0/org.telegram.messenger/shared_prefs
2025-10-13T08:24:53.036358Z,+,,File.exists,info,,,path= /data/user/0/org.telegram.messenger/shared_prefs => true,[+] File.exists path= /data/user/0/org.telegram.messenger/shared_prefs => true
2025-10-13T08:24:53.036362Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml.bak => /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml.bak,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml.bak => /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml.bak
2025-10-13T08:24:53.036366Z,+,,File.exists,info,,,path= /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml.bak => false,[+] File.exists path= /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml.bak => false
2025-10-13T08:24:53.036370Z,+,,File.getAbsolutePath,info,,,path= /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml => /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml,[+] File.getAbsolutePath path= /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml => /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml
2025-10-13T08:24:53.036374Z,+,,File.exists,info,,,path= /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml => true,[+] File.exists path= /data/user/0/org.telegram.messenger/shared_prefs/com.google.android.gms.appid.xml => true
